-113.7	-47.7	-0.0261722703967
-107.7	-47.7	0.00900863926108
-101.7	-47.7	-0.00171061484707
-95.7	-47.7	-0.00326756421782
-89.7	-47.7	0.00143328266222
-83.7	-47.7	-0.00328952499376
-113.7	-41.7	0.00180474403032
-107.7	-41.7	-0.00537476951649
-101.7	-41.7	0.00241186037601
-95.7	-41.7	0.00305553922317
-89.7	-41.7	-0.00302615837609
-83.7	-41.7	-0.00047523572357
-113.7	-35.7	0.00914466276981
-107.7	-35.7	-0.00435622513533
-101.7	-35.7	0.00448174814392
-95.7	-35.7	-0.00598586613341
-89.7	-35.7	0.00237500765934
-83.7	-35.7	0.00351303817524
-113.7	-29.7	-0.0120307589423
-107.7	-29.7	-0.00148800373427
-101.7	-29.7	0.00216592447259
-95.7	-29.7	-0.0063551394046
-89.7	-29.7	0.000208095936159
-83.7	-29.7	-0.00324470998203
-113.7	-23.7	-0.00683836245889
-107.7	-23.7	0.00324048467473
-101.7	-23.7	-0.00604433003946
-95.7	-23.7	-0.000127497962694
-89.7	-23.7	-0.00431390899939
-83.7	-23.7	-0.00447423817241
-113.7	-17.7	-0.00754867399019
-107.7	-17.7	-0.00764605784343
-101.7	-17.7	-0.00281395476213
-95.7	-17.7	-0.00240296831089
-89.7	-17.7	0.000449764710538
-83.7	-17.7	-0.00456035098796
-113.7	-11.7	-0.00348954566334
-107.7	-11.7	-0.00704389576276
-101.7	-11.7	-0.00122445431407
-95.7	-11.7	-1.7902919808e-05
-89.7	-11.7	-0.00388422231936
-83.7	-11.7	-0.00097332958012
