-113.7	-47.7	0.0179608266649
-107.7	-47.7	-0.0218449515942
-101.7	-47.7	-0.00174711233922
-95.7	-47.7	0.00611780168038
-89.7	-47.7	-0.000193764745745
-83.7	-47.7	0.00471666610156
-113.7	-41.7	-0.0129457496305
-107.7	-41.7	-0.00109396335938
-101.7	-41.7	0.00247295208192
-95.7	-41.7	-0.00344479263003
-89.7	-41.7	0.000271374253771
-83.7	-41.7	-0.00248584968949
-113.7	-35.7	-0.0354558169297
-107.7	-35.7	0.00438617055852
-101.7	-35.7	-0.00700411717571
-95.7	-35.7	0.0110488368709
-89.7	-35.7	-0.0051143185683
-83.7	-35.7	-0.0015507811413
-113.7	-29.7	-0.0144454174538
-107.7	-29.7	-0.00925076136036
-101.7	-29.7	-0.0032836227042
-95.7	-29.7	0.00229010251587
-89.7	-29.7	0.000380998247692
-83.7	-29.7	0.00516497107037
-113.7	-23.7	-0.000573347911086
-107.7	-23.7	-0.00580439079204
-101.7	-23.7	-0.00442870054439
-95.7	-23.7	-0.005394868449
-89.7	-23.7	-0.000188094740224
-83.7	-23.7	-0.0111478496692
-113.7	-17.7	-0.00224755606087
-107.7	-17.7	-0.00225894107643
-101.7	-17.7	-0.00375154338963
-95.7	-17.7	-0.00309332811867
-89.7	-17.7	-0.00514088546151
-83.7	-17.7	-0.00153038614189
-113.7	-11.7	-0.0109339052988
-107.7	-11.7	-0.0107155986361
-101.7	-11.7	-0.00333272166881
-95.7	-11.7	-0.00237752743442
-89.7	-11.7	-0.00422919480343
-83.7	-11.7	-0.00377029295305
